id,number_of_bedrooms,number_of_bathrooms,living area,lot area,Price
6762821159,3,1.75,1600,10280,442500
6762821175,4,2.5,2520,7253,442000
6762821225,3,1.75,1560,7207,440000
6762821648,2,1.5,950,4625,430000
6762821649,3,1.75,1300,12731,430000
6762821849,2,1,880,6413,425000
6762821850,3,2.25,1580,39189,425000
6762822065,3,2,1200,5029,420000
6762822284,4,2.5,2170,8518,415000
6762822637,2,1,860,2599,405000
6762822638,3,2.25,1520,1245,405000
6762822717,3,1,1830,8004,403500
6762822746,2,0.75,1020,1350,402101
6762822818,4,1.75,1700,20283,400000
6762822943,3,1.75,1560,5223,399950
6762823077,3,1.75,2390,7149,396500
6762823367,3,1.75,1880,12821,389800
6762823474,3,3.25,1630,1677,385000
6762823475,4,2.75,2700,37011,385000
6762823843,4,2.5,1870,7471,375000
6762824254,4,2,1940,25600,365000
6762824364,2,1.5,940,1768,362500
6762824372,3,2.5,2430,15264,362300
6762824414,4,1.5,1720,6417,360000
6762824851,7,3,2800,9569,350000
6762824852,3,1.75,1660,10150,350000
6762825030,3,2,2420,38781,349900
6762825095,3,1,1270,8400,347000
6762825117,3,1.75,1270,8100,346000
6762825123,3,2.5,2110,4118,345950
6762825129,3,3.75,1950,8625,345100
6762825145,3,1,1140,4200,345000
6762825146,3,1.5,1420,1192,345000
6762825503,3,1.75,1310,12750,337000
6762825565,1,1,720,5100,335000
6762825669,4,1.5,1150,9360,334000
6762825890,3,2.5,2242,4995,329900
6762825977,3,1,1030,9834,326000
6762826172,4,1.75,2110,7208,324000
6762826210,4,2.25,2010,19000,322200
6762826255,3,2.5,2280,7417,320000
6762826256,4,1.5,1890,43560,320000
6762826616,5,3,2300,8214,312891
6762826689,3,2.5,2540,4775,310000
6762827079,4,2.5,2620,4469,300000
6762827080,4,2.5,1840,5550,300000
6762827194,2,1,1060,7200,299995
6762827505,3,1,880,9238,291500
6762827520,2,2,1610,17600,290900
6762827534,3,1,1150,8145,290000
6762827728,3,2.75,1100,750,286000
6762827765,3,2.5,1660,6263,285000
6762827933,2,1,1010,3000,280000
6762828175,2,1,1180,6552,275000
6762828176,3,1,1080,6000,275000
6762828467,4,2.5,2540,8400,269950
6762828493,3,1.75,1840,7412,269500
6762828616,3,1,1620,9450,265000
6762828718,3,1.75,1760,7482,264000
6762828775,3,1.75,1390,18200,261350
6762828801,4,2.5,2000,37045,260000
6762829334,3,2,1310,6738,249900
6762829344,2,1.75,1500,8645,249500
6762829351,3,1,1000,19204,249000
6762829703,3,1.75,1230,9600,239950
6762829802,3,1,1170,11100,235000
6762829803,6,3,2180,7956,235000
6762829804,4,1.75,1450,8891,235000
6762829885,2,1,870,11100,234000
6762829901,3,2.25,1650,2958,233500
6762829954,3,1,1530,389126,230000
6762830133,3,1.75,1580,8820,225000
6762830421,3,2,1340,8505,215000
6762830681,2,1,880,6780,205425
6762830789,3,1.5,1090,9600,200000
6762830840,5,2.5,1740,8750,199950
6762831298,3,1,1200,13100,165000
6762831335,3,1.5,1270,2356,160797
6762810062,4,5,4550,18641,3080000
6762810095,5,2.75,3831,13800,2700000
6762810126,5,4.75,6390,13180,2470000
6762810892,4,2.5,3220,15600,1250000
6762810968,4,3.75,3820,53574,1220000
6762811089,3,2.5,2740,5925,1160000
6762811457,2,2,1460,9052,1010000
6762811523,4,2.25,2420,10200,998000
6762811654,3,2.25,3060,9950,970000
6762811813,4,1.75,2320,3825,941000
6762811899,4,3,3580,35261,925000
6762812209,4,2.5,3030,3841,880000
6762812249,4,2.5,3220,22588,875000
6762812398,4,2.25,3550,13900,859000
6762812462,4,3.5,3920,37122,850000
6762812463,4,3,3330,4000,850000
6762812538,3,2,2540,4750,845000
6762812600,3,2.5,3200,203425,839000
6762812798,3,3.5,2130,6150,819000
6762813109,4,3.5,3190,31450,790000
6762813457,4,2.75,2610,8760,762500
6762813590,4,3.25,3090,9571,751000
6762813728,4,2.5,2440,4850,745641
6762813990,4,2.5,2650,18295,725000
6762814590,3,1.75,2200,9840,689000
6762814609,4,1.75,2330,5000,687500
6762814673,3,1.5,1820,5756,683500
6762814803,3,3.5,2300,5611,675000
6762814974,6,2.75,2840,8346,665000
6762815058,2,2.25,2550,6000,660000
6762815472,4,2.5,2341,9594,640000
6762815517,4,2.5,2050,2772,639888
6762815644,2,1,1130,2640,631500
6762815760,3,2.5,2410,64073,625000
6762815891,4,2.5,2450,55387,620000
6762815996,2,1,1270,5000,615000
6762815997,3,1.75,1720,4080,615000
6762816293,4,1.75,1740,7700,600000
6762816294,4,3.25,4690,14930,600000
6762816411,5,2.75,2730,22572,599000
6762816603,4,2.5,3190,8195,589950
6762816678,3,2.5,2270,100545,585000
6762816929,4,2.5,4620,20793,575000
6762816930,3,2.25,2400,5000,575000
6762817760,2,1,2034,13392,549000
6762818123,3,2.5,2070,4132,535000
6762818254,2,1.5,1580,3680,530000
6762818597,3,1.75,2300,35722,520000
6762818670,4,2.75,2520,14021,518000
6762818855,3,2.25,1420,1309,510000
6762819050,3,2,1300,14350,502000
6762819631,3,2.5,1500,5412,485000
6762819719,2,1.75,1240,3000,483000
6762820361,3,1.75,1150,10466,464500
6762820567,3,2.25,1430,2003,457500
6762820619,4,2.5,2950,4502,455000
6762820620,2,1.5,1200,1259,455000
6762821064,4,1.75,1250,7400,445000
6762821226,3,1.75,2000,9900,440000
6762821373,3,1.75,1520,6380,438000
6762821408,4,2.5,1890,8505,437000
6762821851,3,2.5,1930,4500,425000
6762821852,4,1.5,1600,6180,425000
6762822066,3,2.5,2140,3821,420000
6762822285,3,1.75,1070,8000,415000
6762822286,3,2.5,2280,6031,415000
6762822639,3,2.5,3170,12750,405000
6762822640,3,2.75,1310,7300,405000
6762822641,3,1,1410,8053,405000
6762822819,3,2,1230,11413,400000
6762822820,3,2.5,2970,23100,400000
6762823078,3,2.5,2590,18980,396500
6762823109,4,1.75,1540,5120,395000
6762823110,3,2.5,1600,1936,395000
6762823637,3,2.25,1860,15559,380000
6762823752,3,2.5,1740,30886,379000
6762824204,3,1,1660,11783,367500
6762824229,3,1.75,1840,11440,366000
6762824365,4,1.75,1450,8450,362500
6762824415,3,1.75,1500,7200,360000
6762824561,3,1.5,1810,100188,358000
6762824644,2,2.25,930,747,355000
6762824853,2,1,740,7680,350000
6762824854,4,3,2560,5606,350000
6762825009,4,2.5,2090,5289,349950
6762825060,3,1.5,1360,10726,348500
6762825244,4,1.75,1760,6204,343500
6762825265,2,1.75,1210,7507,342500
6762825449,4,2,2470,5080,339000
6762825450,3,1,1100,4128,339000
6762825523,3,1,1480,7284,336500
6762825872,2,1,900,5220,329950
6762825903,2,1.5,830,1119,329445
6762826010,3,1,850,6906,325000
6762826141,3,1.5,1460,8710,324950
6762826373,4,2.5,2510,7992,319000
6762826422,5,2.5,2360,11375,317000
6762826581,4,1.75,2700,27072,314900
6762826897,4,2.25,2210,9371,305000
6762826990,4,2,1310,8454,304000
6762827081,3,1,2150,7007,300000
6762827082,2,1,750,5120,300000
6762827359,2,1,650,5400,295000
6762827360,3,1.75,2000,7560,295000
6762827646,3,2.5,1970,9607,289000
6762828177,3,1,990,9253,275000
6762828932,3,1,1490,7435,258000
6762828947,2,2,1180,9265,257500
6762829148,3,2.25,1670,7881,252000
6762829778,4,2.75,2000,5827,236000
6762829955,4,1.75,1850,6000,230000
6762830134,3,1.75,1330,13102,225000
6762830364,3,1,880,18205,218000
6762830365,3,1.5,1330,7600,218000
6762830546,2,1,970,5500,210000
6762830864,3,1,1000,8512,199000
6762830946,3,1,1050,7577,194000
6762831341,3,1.5,1010,9600,160000
6762831489,2,1,690,5280,139000
6762810155,4,3.25,4250,8570,2300000
6762810368,5,3.5,5850,22885,1700000
6762810705,3,1.5,2680,4775,1360000
6762810752,3,1.5,1940,2885,1330000
6762810845,4,3.5,4660,17398,1280000
6762810946,4,3.5,3770,37034,1230000
6762811002,4,1.75,3990,13470,1200000
6762811110,3,2,2110,18815,1150000
6762811144,4,2.25,3310,127631,1140000
6762811299,5,3.25,3370,7947,1070000
6762811458,4,4.5,4225,284011,1010000
6762811537,3,4.5,4380,47044,995000
6762811625,5,3,2620,5477,975000
6762811723,5,3.25,3160,5000,957000
6762811991,5,2.25,2370,15512,913888
6762812034,5,3.5,3100,10200,905000
6762812152,4,1,2550,4000,890000
6762812298,4,2.75,2840,4000,870000
6762812377,5,3.25,4500,9648,860000
6762812943,4,2.5,3070,8086,804100
6762812973,2,1,1740,5719,800000
6762813368,4,2.5,3920,12415,770000
6762813466,4,3.5,4000,15253,762000
6762813481,4,2.5,2760,6000,760000
6762813610,3,1.5,1840,5000,750000
6762813749,5,2.5,2700,16570,744500
6762813774,4,2.5,3000,10392,740000
6762813808,5,2.5,2980,5377,739900
6762813991,3,2.5,2610,7510,725000
6762813992,4,2.5,2490,5170,725000
6762814355,4,2.5,2770,5686,700000
6762814538,5,2,2000,4211,690500
6762814699,4,1.5,1880,6200,680000
6762815059,3,2.75,2210,4000,660000
6762815134,4,2.5,2180,3375,657000
6762815242,4,2.75,1910,16532,650000
6762815395,3,2.75,1850,16960,645000
6762815473,33,1.75,1620,6000,640000
6762815761,5,2.5,2700,21208,625000
6762816145,4,2.5,2690,4736,608000
6762816386,3,2.25,2680,9162,599990
6762816451,4,4,3570,8250,597326
6762816462,3,1.75,1870,9000,595888
6762816513,3,2.25,1270,1406,594000
6762816514,4,2.75,2720,4613,594000
6762816604,5,3,2790,19439,589950
6762816679,4,2.75,2890,6825,585000
6762816750,3,2.5,1790,8144,583000
6762816881,4,2.5,2070,5415,578000
6762816931,3,2.25,1700,3333,575000
6762817013,3,2.5,2380,6832,574000
6762817193,2,1.75,1670,4008,565000
6762817266,3,2.5,1400,1312,563500
6762817287,2,0.75,1440,3700,562100
6762817422,3,1.75,1900,11165,557500
6762817888,4,2.5,2030,3974,544000
6762818228,4,2.75,3110,5133,531500
6762818255,5,2.25,2140,7910,530000
6762818657,4,2.5,1950,2617,519000
6762818987,3,2.5,1860,8060,505000
6762818988,3,1.75,1640,10695,505000
6762819089,3,1.5,1190,4750,500000
6762819735,3,2.5,2420,7307,482000
6762820527,5,3.5,2640,6895,459000
6762820685,3,1,1970,22144,454000
6762820787,3,1.5,2330,11740,450000
6762820788,4,2.75,2310,5650,450000
6762820789,2,1,1380,4390,450000
6762821227,3,1.75,2030,17100,440000
6762821462,2,1,1060,3036,435000
6762821853,3,2.5,2320,2267,425000
6762822196,4,2.25,2100,9984,418800
6762822463,3,1.5,1250,7700,410000
6762822545,2,2.5,1590,1845,409900
6762822753,4,2.25,2000,3672,402000
6762822821,3,2.5,2180,7508,400000
6762823111,2,2.25,1350,14258,395000
6762823256,4,2.5,2340,8548,390000
6762823445,4,2.25,2050,9583,386000
6762823565,3,1.75,1500,13430,383000
6762823605,2,1,900,2910,381500
6762823975,3,2.25,1400,11400,374500
6762824240,3,2,1410,9600,365500
6762824336,3,2.5,1800,2790,364000
6762824616,4,2,2020,48693,356000
6762824802,4,1,1530,8890,352000
6762825046,3,1,1010,8184,349000
6762825106,2,1.75,1610,6300,346500
6762825107,3,1,1150,11802,346500
6762825766,6,2.25,3040,28535,330000
6762825927,3,2.5,1730,3600,328423
6762826257,4,2.5,2000,10051,320000
6762826476,4,2,1780,5336,315000
6762826690,2,1,870,5400,310000
6762826788,3,2.5,1860,3730,309620
6762826814,3,1,1640,18144,308000
6762826898,6,2,1900,8240,305000
6762827201,3,2.5,1870,7942,299950
6762827202,3,1.75,1790,7650,299950
6762827222,3,1,1110,8593,299900
6762827671,3,2.5,1150,887,288000
6762827729,2,1,780,3475,286000
6762827766,3,2,1460,6377,285000
6762827861,3,1,890,8400,283000
6762827934,3,1.75,1230,8250,280000
6762827935,7,2.5,1940,5458,280000
6762828132,3,1,1270,7566,276900
6762828142,4,2.25,2460,11250,276000
6762828178,2,1,770,4840,275000
6762828391,3,2.5,1670,8364,270000
6762828392,2,1,2060,8398,270000
6762828599,3,1.5,1150,8450,265950
6762828802,2,1,1120,5650,260000
6762828803,3,1.5,1580,8184,260000
6762828804,5,2.5,2025,7760,260000
6762828995,3,2.5,1720,3676,255950
6762829352,4,2.25,1830,6136,249000
6762829430,3,2.5,1620,7686,246500
6762829448,3,2.25,1640,8400,245700
6762829464,3,2,1410,5760,245000
6762829627,3,2.25,1481,2820,240000
6762829805,4,2,1570,9415,235000
6762829903,3,1,1250,6180,233000
6762830686,3,1,1050,8498,205000
6762830687,3,1,1230,8750,205000
6762830790,3,1,1150,4800,200000
6762830791,3,2,1190,6833,200000
6762830897,3,1,1320,9000,196500
6762830983,1,0.75,930,29258,190000
6762831412,3,1,1090,3264,152000
6762831427,2,1,890,8100,150000
6762810229,5,3,4480,5000,1990000
6762810630,4,2.25,3250,16684,1410000
6762810667,4,3,4040,20001,1390000
6762810668,3,3,2480,5500,1390000
6762810739,4,3.5,3190,5040,1340000
6762810893,3,3,3760,8500,1250000
6762811111,3,2.5,2490,4000,1150000
6762811270,4,3.5,3990,5267,1080000
6762811344,4,3.5,3450,7832,1050000
6762811419,4,3.5,3320,19850,1030000
6762811649,4,3.75,3460,6738,971971
6762811838,3,1.75,2450,2691,937000
6762812003,4,3.5,4040,50479,910000
6762812061,4,3.5,3370,5000,900000
6762812232,4,2.75,4230,31747,879000
6762812702,4,2.5,3230,12100,827000
6762812705,4,2.5,3060,7140,826000
6762812819,3,2,2270,11989,815000
6762812820,4,2.75,2620,4743,815000
6762812923,3,2.75,2600,5875,805000
6762812974,3,1.75,2080,75794,800000
6762812975,4,2.5,2990,16809,800000
6762813192,4,3.25,3060,3898,782900
6762813287,3,2.75,2850,14800,775000
6762813346,4,2.5,2660,10800,772650
6762813482,3,2.5,1980,13964,760000
6762813554,4,2.75,2880,4000,755000
6762813611,4,2.75,1750,5080,750000
6762813993,6,3,3110,5000,725000
6762814228,3,3.25,3740,136915,710000
6762814491,3,2.75,2590,12063,695000
6762814548,5,3.5,2720,7598,690000
6762814785,4,2.5,2770,10274,675750
6762814899,3,1.5,1490,4400,670000
6762814930,4,2.5,2670,11877,669950
6762814936,2,1.75,1950,10766,669000
6762814952,3,1.75,3320,478288,667000
6762815023,3,2.5,2480,37843,663000
6762815024,3,2,1480,3876,663000
6762815060,3,1,1210,9622,660000
6762815535,3,2,1660,3729,638000
6762815738,3,1.75,2430,5000,626000
6762815892,6,3.5,3600,6875,620000
6762815893,3,2,2460,41343,620000
6762816295,3,2.5,3240,8016,600000
6762816791,4,1.75,1720,6975,580000
6762816932,5,3,3690,49709,575000
6762817149,4,1.75,2110,265716,568000
6762817267,4,1.75,2085,174240,563500
6762817329,4,2.5,2480,16360,560000
6762817457,5,3,3640,6930,555000
6762817590,4,2.5,2150,27540,550000
6762818073,3,3,2410,209088,537000
6762818256,3,2,2330,26571,530000
6762818425,4,2.75,3030,6625,525000
6762818664,3,3.5,1590,1102,518500
6762819355,3,1.75,1440,11787,495000
6762819918,3,1.75,1520,11085,475580
6762820101,2,1.75,1240,6417,471000
6762820444,3,2.5,1730,8490,460000
6762820445,4,2.5,2550,19017,460000
6762820753,5,2.75,2830,8925,451000
6762820790,3,1.5,1530,23660,450000
6762820791,2,1.75,840,3340,450000
6762821036,2,1.5,1370,1221,446000
6762821228,4,1.5,1770,4670,440000
6762821229,4,2.5,2160,7826,440000
6762821230,3,1.5,2120,6290,440000
6762821231,4,2.5,2250,7526,440000
6762821463,4,2.75,2110,8751,435000
6762821732,3,2.5,2370,5353,429900
6762821999,4,2,2100,4857,424000
6762822067,3,1.75,1444,249126,420000
6762822287,3,1,1170,6700,415000
6762822386,3,2.5,2490,4540,414000
6762822642,4,2.5,2220,4652,405000
6762822754,2,1,620,2475,402000
6762822991,4,3,3060,5000,399000
6762823257,3,3.25,1370,913,390000
6762823476,4,2.5,3200,22651,385000
6762824060,3,1.5,2380,14500,370000
6762824255,5,2,2280,19000,365000
6762824534,5,1.75,1940,6654,359000
6762824562,3,1.5,2450,12497,358000
6762824592,3,1.5,1400,8840,357250
6762824721,4,2.75,2530,7350,354950
6762824730,4,2.5,2580,5476,354000
6762824855,3,2.25,1780,16290,350000
6762825451,2,1,950,7954,339000
6762825660,3,2.5,1769,7324,334888
6762825743,4,3,1930,3031,330675
6762825873,3,1,1750,7800,329950
6762826258,2,1,950,5316,320000
6762826259,3,2,1550,34175,320000
6762826477,4,2.5,1940,10200,315000
6762826691,4,2.5,2430,5499,310000
6762827029,4,1.75,1530,17664,302000
6762827083,3,2.25,1780,10395,300000
6762827535,2,1,930,7740,290000
6762827636,4,2.25,2260,7200,289659
6762827767,2,1,1010,7200,285000
6762827905,4,2.25,2070,7350,280927
6762828038,3,1.75,1580,6620,279900
6762828393,4,2.25,2600,9900,270000
6762828394,2,1,1780,81021,270000
6762828534,3,2.5,1650,6684,268000
6762828570,3,1.5,1090,8160,267000
6762829094,3,2,1470,20000,254600
6762829101,5,2,2080,16117,254000
6762829114,3,1,1640,12384,253500
6762829135,4,1,1230,7410,252750
6762829138,3,2,1900,8002,252500
6762829335,3,2.5,1630,7700,249900
6762829562,3,1,1140,27760,243800
6762829628,4,1,1200,2171,240000
6762829784,4,2,1330,5926,235867
6762829806,5,2.5,2500,9583,235000
6762829956,3,1,1060,9946,230000
6762830115,2,1.75,1590,11276,225500
6762830135,3,2,1700,11475,225000
6762830210,4,1.5,1600,9289,224000
6762830211,3,1.75,1500,11968,224000
6762830271,3,1.5,1660,15600,220000
6762830337,3,1,1090,6710,219500
6762830392,2,1.75,1390,4482,216500
6762830547,2,1,720,8040,210000
6762830756,2,1,920,7569,202000
6762830775,3,1.75,1260,9346,200500
6762831171,3,1.5,1220,6000,177500
6762831315,3,1.75,1570,15330,164950
6762831428,3,1,1310,9612,150000
6762810303,4,4.5,6640,53330,1820000
6762810434,4,3,3900,9750,1620000
6762811003,5,2.75,3650,13297,1200000
6762811345,4,4.25,4390,13833,1050000
6762811439,3,2.25,1670,4800,1020000
6762811592,4,2.75,3610,8580,982000
6762813555,5,2.5,3260,24300,755000
6762813612,4,2.25,3190,11597,750000
6762813828,3,3,2630,4896,738000
6762813851,4,3,2370,3672,735000
6762813852,3,2.25,1490,1212,735000
6762813994,3,2.5,3580,54450,725000
6762814120,3,1.5,1200,6240,718500
6762814229,2,1.5,1640,4080,710000
6762814230,3,2.5,2440,4153,710000
6762814356,3,2.5,1660,1545,700000
6762814610,4,2.75,3190,10970,687500
6762814876,3,2.25,2400,5300,672500
6762814975,2,1,1110,3200,665000
6762814976,3,2.5,2610,35000,665000
6762815034,5,2.5,2500,7200,661500
6762815203,4,2.5,2540,38677,652500
6762815452,4,2.5,2770,63118,641000
6762816256,4,1.75,2420,37800,602000
6762816610,3,3.25,2310,3075,589500
6762817303,3,1.75,1960,6380,561500
6762817330,4,2.5,2710,6583,560000
6762817591,4,3.5,4150,16197,550000
6762818257,4,1.75,2860,48351,530000
6762818355,2,0.75,840,40642,528000
6762818555,5,1.75,1890,5000,523460
6762818703,1,1.25,1100,638,516500
6762819028,2,1.5,1200,1687,504200
6762819090,2,1.5,1520,8040,500000
6762819091,4,1,1440,7100,500000
6762819476,3,2.5,2230,5348,490000
6762819717,4,2.75,2790,5527,483453
6762819773,2,1,1500,3420,480000
6762820183,4,2.5,2990,8913,469900
6762820281,4,2.5,3060,6000,465000
6762820357,4,2.25,2020,8424,464900
6762820446,4,2.5,2110,35091,460000
6762820528,4,3,2530,10000,459000
6762820700,4,2.75,2300,37533,453000
6762821011,2,1,1320,8380,447000
6762821650,2,1,1050,2570,430000
6762821803,3,2.5,2432,9391,427000
6762821854,3,1,1520,213444,425000
6762822230,4,2.25,2300,7700,417000
6762822288,3,1.75,2410,8944,415000
6762822289,3,2.5,1060,1536,415000
6762822290,3,2.75,2600,64626,415000
6762822464,3,2,1400,45738,410000
6762822465,3,1,2710,19000,410000
6762822944,3,2.5,2570,10431,399950
6762823060,5,1,1170,6757,397000
6762823182,4,2.5,3000,9793,394000
6762824645,4,2.5,1890,7867,355000
6762824646,2,2.25,1330,10838,355000
6762824647,3,1.75,2040,22693,355000
6762824856,5,1.75,2330,14322,350000
6762825276,3,1.75,1780,10409,342000
6762825767,4,1.75,2440,7350,330000
6762825955,5,2.75,2400,8050,327000
6762826260,4,2.5,2570,4865,320000
6762826478,6,4,3120,4240,315000
6762827084,3,1.5,1590,8911,300000
6762827361,1,1,700,2500,295000
6762827663,4,2,1350,942,288790
6762827768,2,1,910,8155,285000
6762827936,1,1,690,1950,280000
6762828052,3,2.5,1630,7950,279000
6762828155,2,1,720,11400,275500
6762828805,2,1,700,4800,260000
6762828902,3,1.75,1650,12349,259500
6762828948,3,2.25,1715,6819,257500
6762829014,3,2.5,1720,6194,255000
6762829424,3,3,1670,4440,246950
6762829807,3,1.75,1400,6300,235000
6762829808,3,1.75,1950,8712,235000
6762829809,1,1.5,1170,1456,235000
6762829886,4,1,1390,18000,234000
6762829957,3,1.75,1010,9600,230000
6762830045,2,1.75,1110,1773,229800
6762830253,3,1,910,8789,221000
6762830410,2,1.75,1220,15600,215500
6762830496,2,1,940,5040,212700
6762830602,3,1,970,9583,209950
6762830913,2,1,1020,8100,195000
6762830972,2,1,900,3400,191000
6762831245,2,1,810,8424,170000
6762831477,3,1,1060,7473,140000
6762810451,3,4.25,2820,7200,1600000
6762811271,4,4.25,3500,8750,1080000
6762814439,4,2.5,2190,11500,699900
6762815243,2,1,1050,2542,650000
6762816442,4,2.5,3130,40918,598000
6762816680,5,2.5,2670,16777,585000
6762819944,3,2.5,1700,9100,475000
6762820122,3,1.5,1500,5000,470000
6762825435,3,1,1200,9087,339900
6762826583,3,1.75,1700,1716,314500
6762827085,4,1,1370,8499,300000
6762829887,3,1,1040,8128,234000
6762829958,2,1.75,1910,3376,230000
6762812620,3,2.25,2120,54014,835000
6762818258,2,1,840,3400,530000
6762822755,4,2.75,2950,15540,402000
6762823061,3,3.5,1360,1275,397000
6762825147,3,2,1610,15005,345000
6762826011,5,2.75,2130,6222,325000
6762828617,3,1,1800,7650,265000
6762810211,4,3.75,4350,7965,2070000
6762810252,5,4.25,4830,8050,1930000
6762810354,5,3.5,5000,26540,1730000
6762810532,5,3.25,4390,11250,1510000
6762810783,4,2.5,2680,12215,1310000
6762810947,3,1.75,2200,14630,1230000
6762811004,4,2,2120,3360,1200000
6762811076,3,3,3790,5001,1170000
6762811213,4,2.75,3330,9143,1100000
6762811647,4,1.75,2010,6300,972000
6762811695,4,3.25,3530,8589,963000
6762811753,4,2.5,3670,7680,950000
6762811843,2,2.5,1780,2067,935000
6762812117,5,2.75,2520,16100,896000
6762812206,4,2.5,3560,5265,882566
6762812210,4,2.75,3220,4392,880000
6762812250,4,1.5,1800,3245,875000
6762812464,3,2.5,2650,2387,850000
6762813216,4,2.5,3500,7048,780000
6762813418,5,3,2870,5700,765000
6762813483,4,2.5,3300,165528,760000
6762814934,4,2.25,2500,4046,669500
6762815568,3,2.5,3350,4007,635000
6762817059,3,2,1890,29185,570000
6762817331,3,2.25,2070,15002,560000
6762817592,3,2.25,1720,9600,550000
6762817593,4,1.5,2750,128502,550000
6762817889,3,2.5,1460,1613,544000
6762818124,3,1,1580,6300,535000
6762818259,4,2.25,1980,15086,530000
6762818729,3,2.5,2600,4506,515000
6762819092,4,3,3720,15048,500000
6762819431,4,1.75,2120,9786,492650
6762819447,3,2.25,2090,10733,491950
6762819449,3,2.25,1470,4322,491500
6762819477,4,3,2330,3497,490000
6762819774,4,3,2440,9664,480000
6762820419,3,1.75,3600,8666,461000
6762820572,3,2.5,1220,1330,457000
6762820973,4,2.5,2960,6031,449000
6762821045,4,2.25,2070,39446,445800
6762821192,2,1.5,1190,3400,441000
6762821338,3,2.5,3180,7904,439000
6762821421,4,2.5,2290,11173,436500
6762821464,4,2,1880,3840,435000
6762821788,2,2,1090,934,427500
6762822177,2,1.75,1510,4980,419000
6762822466,1,1.5,1010,5750,410000
6762822565,5,3.25,2820,6589,408000
6762822597,2,1,870,5750,406500
6762823044,4,2.5,2570,7859,397500
6762823477,3,1.75,1300,7030,385000
6762823558,4,2.5,2700,6998,383962
6762824061,3,1,1320,7341,370000
6762824528,4,2.75,2140,10316,359500
6762824648,3,2.25,1370,1524,355000
6762825036,3,1,960,8855,349810
6762825148,2,1,970,5750,345000
6762825149,4,2.5,2280,5000,345000
6762825504,4,2.5,2230,5970,337000
6762825768,4,2.5,2340,11784,330000
6762825947,3,2.25,2310,7200,327500
6762826815,3,1,1010,8800,308000
6762827086,2,1,960,8153,300000
6762827619,3,2.5,1760,8584,289950
6762827769,4,2.25,1830,8734,285000
6762828618,2,2,1860,10856,265000
6762828731,4,2,1360,60548,263400
6762828735,3,1.75,1410,8100,263000
6762829015,2,1,1320,9967,255000
6762829211,3,2,1440,5000,250000
6762829386,3,1,950,9400,248000
6762829465,3,2.75,1300,14197,245000
6762829571,2,1.5,1068,1758,243000
6762829810,2,1,900,28800,235000
6762831246,2,1,1200,24792,170000
6762831589,2,1,930,7623,100000
6762810033,5,5.5,7050,42840,3800000
6762810147,3,2.25,3530,17450,2370000
6762810156,4,4.75,3970,9778,2300000
6762810369,4,2.75,3770,10900,1700000
6762810427,3,3.25,3140,5445,1640000
6762810488,4,2.75,2970,12750,1570000
6762810706,4,3.5,4270,5800,1360000
6762810800,6,2.75,2630,5432,1300000
6762811005,4,3.5,3400,3850,1200000
6762811112,4,2.5,3340,10422,1150000
6762811192,5,3.25,3350,4000,1110000
6762811272,3,2.75,3890,7216,1080000
6762811317,4,2.5,4570,16015,1060000
6762811440,4,3.5,3770,8501,1020000
6762811459,3,1,1640,12855,1010000
6762811727,4,1.75,2130,5080,955500
6762811735,4,1.5,2550,5055,952500
6762811900,5,5.5,5190,12637,925000
6762811942,4,3.5,4080,10666,920000
6762812251,5,3.5,3840,8279,875000
6762812465,4,3.25,4350,112750,850000
6762812715,4,2.75,3990,6637,825000
6762812778,3,2.25,2880,9750,820000
6762812906,4,2.25,2500,8866,808000
6762812976,3,3.5,3830,221284,800000
6762813809,5,2.5,3290,5029,739900
6762813910,2,2.25,2130,4920,730000
6762813947,4,2.5,2840,12866,729032
6762813995,3,1.75,1860,6000,725000
6762814210,3,2.5,2375,4094,712000
6762814492,3,2.5,2620,51354,695000
6762814493,3,2,2500,4080,695000
6762814532,4,2.5,2600,7200,691500
6762815061,3,2,2570,28500,660000
6762815244,4,2.5,3350,46748,650000
6762815474,2,2.25,1540,965,640000
6762815706,3,2.5,2390,1984,629800
6762815894,4,3,2130,6325,620000
6762815979,4,1.75,1700,5846,616000
6762816296,2,2.5,2510,14878,600000
6762816297,5,2.25,2980,7781,600000
6762816298,2,1,910,2002,600000
6762816469,4,2.5,1820,20011,595000
6762816553,3,2,1410,6413,590000
6762816771,4,1,1630,2566,581000
6762816792,3,2.5,2200,11000,580000
6762817060,4,2.5,2590,8483,570000
6762817274,4,1,1410,3376,563000
6762817780,4,2.5,2440,11005,548000
6762817830,3,2.5,1530,3210,545000
6762817952,3,1.75,2050,9580,540000
6762817953,4,2.5,2180,10140,540000
6762818125,4,1.75,1420,5000,535000
6762818260,3,2.5,3660,39478,530000
6762818426,2,2.5,1160,1458,525000
6762818730,3,2.5,2010,7200,515000
6762818731,2,1,1050,5000,515000
6762818856,3,1.75,1750,7020,510000
6762818951,3,1.75,1990,9594,507500
6762818989,4,2.75,2200,9778,505000
6762819051,3,2.25,1600,45613,502000
6762819093,2,1,950,4500,500000
6762819094,5,3.25,3130,12087,500000
6762819223,4,2.75,2910,6334,499990
6762819632,3,2.25,2440,47916,485000
6762819633,4,1.75,1430,4096,485000
6762819736,3,2.25,1710,21485,482000
6762819876,3,2.25,1640,3896,478000
6762819909,4,3,2890,6885,476000
6762820447,3,2.5,1450,1053,460000
6762820522,2,1,1250,3825,459500
